     0 , 38574230005066152675183032522036477952.00
     1 ,   -9553.00
     2 ,   -1727.82
     3 ,    1328.12
     4 ,    2729.87
     5 ,   10424.20
     6 ,     760.22
     7 ,    -210.31
     8 ,   -1142.85
     9 ,    -387.81
    10 ,    -366.20
    11 ,  -31578.61
    12 ,     389.37
    13 ,    -265.55
    14 ,    -781.71
    15 , 4182361.75
    16 ,  -14541.51
    17 ,     803.25
    18 ,    -840.18
    19 ,   -2410.10
    20 ,    -102.13
    21 ,    -834.15
    22 ,      39.80
    23 ,    1887.27
    24 ,     393.97
    25 ,  -26619.22
    26 ,    5063.94
    27 ,     161.87
    28 ,   -1587.34
    29 ,     974.21
    30 ,    -164.22
    31 ,   10330.66
    32 ,  -20270.75
    33 ,   -1448.64
    34 ,     830.07
    35 ,    -975.39
    36 ,   -7823.49
    37 ,    1572.80
    38 ,  -10647.57
    39 ,   -1953.73
    40 ,     111.49
    41 ,   15837.06
    42 ,     777.48
    43 ,    -849.22
    44 ,    -250.10
    45 ,    1112.02
    46 ,    -686.21
    47 ,   -1105.40
    48 ,    2864.55
    49 ,    -111.41
    50 ,     -80.33
    51 ,    2856.46
    52 ,    -232.02
    53 ,    2459.28
    54 ,    2171.89
    55 , 4216960.00
    56 ,   -2865.58
    57 ,    4332.54
    58 ,     -13.99
    59 ,     330.46
    60 ,     -18.30
    61 ,     121.26
    62 ,      29.60
    63 ,  -23712.61
    64 ,   -9700.72
    65 ,   -1953.03
    66 ,      73.23
    67 ,     -83.02
    68 ,   -2635.38
    69 ,     649.42
    70 ,     708.70
    71 ,    1157.77
    72 ,     322.90
    73 ,   -1370.10
    74 ,    6914.29
    75 ,  -11523.76
    76 ,   15841.38
    77 ,   -1454.38
    78 ,    1720.22
    79 ,   -4249.13
    80 ,    2987.76
    81 ,    -347.38
    82 ,      80.55
    83 ,    1065.29
    84 ,   23026.10
    85 ,    -158.00
    86 ,   -1026.49
    87 ,     346.60
    88 ,     -82.51
    89 ,     298.03
    90 ,   -2779.50
    91 ,     907.22
    92 ,    -688.70
    93 ,   -8095.47
    94 ,    8394.32
    95 ,     -41.94
    96 ,    2447.08
    97 ,    5941.66
    98 ,      12.04
    99 ,     180.41
